hgy_id,location,brand,kind,slug,classification,quality,source_url,excerpt
HGY_fd08dzI687maGklD0PMhGHHZ7,オレンジセオリーフィットネス東久留米,Orangetheory Fitness,equipment,sandbag,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,公式器具としてサンドバッグを完備
HGY_fd08dzI687maGklD0PMhGHHZ7,オレンジセオリーフィットネス東久留米,Orangetheory Fitness,equipment,treadmill,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,トレッドミルによる持久力&スピードトレーニング
HGY_fd08dzI687maGklD0PMhGHHZ7,オレンジセオリーフィットネス東久留米,Orangetheory Fitness,capability,discipline-coaching,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,認定コーチが一人ひとりのレベルに合わせて指導
HGY_fd08dzI687maGklD0PMhGHHZ7,オレンジセオリーフィットネス東久留米,Orangetheory Fitness,capability,competition-simulation,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,全15店舗にて本番さながらのトレーニングクラスを開催
HGY_fd08dzI687maGklD0PMhGHHZ7,オレンジセオリーフィットネス東久留米,Orangetheory Fitness,equipment,wall-ball-target,REVIEW_REQUIRED,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ウォールボールを使ったトレーニング
HGY_fd08dzI687maGklD0PMhGHHZ7,オレンジセオリーフィットネス東久留米,Orangetheory Fitness,equipment,ski-erg,OBSERVED_NOT_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,HYROXの8種目説明にスキーエルゴを掲載
HGY_GUa4TuelZVO6XiKTfVGi9MmkF,オレンジセオリーフィットネス 八王子オーパ,Orangetheory Fitness,equipment,row-erg,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ローイングマシンでの持久力&パワートレーニング
HGY_GUa4TuelZVO6XiKTfVGi9MmkF,オレンジセオリーフィットネス 八王子オーパ,Orangetheory Fitness,equipment,weighted-sled,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,公式器具としてスレッドを完備
HGY_GUa4TuelZVO6XiKTfVGi9MmkF,オレンジセオリーフィットネス 八王子オーパ,Orangetheory Fitness,equipment,farmers-carry-implements,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ファーマーズキャリーを使ったトレーニング
HGY_GUa4TuelZVO6XiKTfVGi9MmkF,オレンジセオリーフィットネス 八王子オーパ,Orangetheory Fitness,equipment,sandbag,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,公式器具としてサンドバッグを完備
HGY_GUa4TuelZVO6XiKTfVGi9MmkF,オレンジセオリーフィットネス 八王子オーパ,Orangetheory Fitness,equipment,treadmill,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,トレッドミルによる持久力&スピードトレーニング
HGY_GUa4TuelZVO6XiKTfVGi9MmkF,オレンジセオリーフィットネス 八王子オーパ,Orangetheory Fitness,capability,discipline-coaching,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,認定コーチが一人ひとりのレベルに合わせて指導
HGY_GUa4TuelZVO6XiKTfVGi9MmkF,オレンジセオリーフィットネス 八王子オーパ,Orangetheory Fitness,capability,competition-simulation,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,全15店舗にて本番さながらのトレーニングクラスを開催
HGY_GUa4TuelZVO6XiKTfVGi9MmkF,オレンジセオリーフィットネス 八王子オーパ,Orangetheory Fitness,equipment,wall-ball-target,REVIEW_REQUIRED,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ウォールボールを使ったトレーニング
HGY_GUa4TuelZVO6XiKTfVGi9MmkF,オレンジセオリーフィットネス 八王子オーパ,Orangetheory Fitness,equipment,ski-erg,OBSERVED_NOT_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,HYROXの8種目説明にスキーエルゴを掲載
HGY_Gytouu2Jl1EjSpgwMrT4tlmkc,オレンジセオリーフィットネス青葉台,Orangetheory Fitness,equipment,row-erg,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ローイングマシンでの持久力&パワートレーニング
HGY_Gytouu2Jl1EjSpgwMrT4tlmkc,オレンジセオリーフィットネス青葉台,Orangetheory Fitness,equipment,weighted-sled,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,公式器具としてスレッドを完備
HGY_Gytouu2Jl1EjSpgwMrT4tlmkc,オレンジセオリーフィットネス青葉台,Orangetheory Fitness,equipment,farmers-carry-implements,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ファーマーズキャリーを使ったトレーニング
HGY_Gytouu2Jl1EjSpgwMrT4tlmkc,オレンジセオリーフィットネス青葉台,Orangetheory Fitness,equipment,sandbag,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,公式器具としてサンドバッグを完備
HGY_Gytouu2Jl1EjSpgwMrT4tlmkc,オレンジセオリーフィットネス青葉台,Orangetheory Fitness,equipment,treadmill,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,トレッドミルによる持久力&スピードトレーニング
HGY_Gytouu2Jl1EjSpgwMrT4tlmkc,オレンジセオリーフィットネス青葉台,Orangetheory Fitness,capability,discipline-coaching,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,認定コーチが一人ひとりのレベルに合わせて指導
HGY_Gytouu2Jl1EjSpgwMrT4tlmkc,オレンジセオリーフィットネス青葉台,Orangetheory Fitness,capability,competition-simulation,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,全15店舗にて本番さながらのトレーニングクラスを開催
HGY_Gytouu2Jl1EjSpgwMrT4tlmkc,オレンジセオリーフィットネス青葉台,Orangetheory Fitness,equipment,wall-ball-target,REVIEW_REQUIRED,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ウォールボールを使ったトレーニング
HGY_Gytouu2Jl1EjSpgwMrT4tlmkc,オレンジセオリーフィットネス青葉台,Orangetheory Fitness,equipment,ski-erg,OBSERVED_NOT_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,HYROXの8種目説明にスキーエルゴを掲載
HGY_h8B3zjgLhoVELa3YhExLIEuxq,オレンジセオリーフィットネス 町田,Orangetheory Fitness,equipment,row-erg,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ローイングマシンでの持久力&パワートレーニング
HGY_h8B3zjgLhoVELa3YhExLIEuxq,オレンジセオリーフィットネス 町田,Orangetheory Fitness,equipment,weighted-sled,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,公式器具としてスレッドを完備
HGY_h8B3zjgLhoVELa3YhExLIEuxq,オレンジセオリーフィットネス 町田,Orangetheory Fitness,equipment,farmers-carry-implements,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ファーマーズキャリーを使ったトレーニング
HGY_h8B3zjgLhoVELa3YhExLIEuxq,オレンジセオリーフィットネス 町田,Orangetheory Fitness,equipment,sandbag,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,公式器具としてサンドバッグを完備
HGY_h8B3zjgLhoVELa3YhExLIEuxq,オレンジセオリーフィットネス 町田,Orangetheory Fitness,equipment,treadmill,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,トレッドミルによる持久力&スピードトレーニング
HGY_h8B3zjgLhoVELa3YhExLIEuxq,オレンジセオリーフィットネス 町田,Orangetheory Fitness,capability,discipline-coaching,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,認定コーチが一人ひとりのレベルに合わせて指導
HGY_h8B3zjgLhoVELa3YhExLIEuxq,オレンジセオリーフィットネス 町田,Orangetheory Fitness,capability,competition-simulation,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,全15店舗にて本番さながらのトレーニングクラスを開催
HGY_h8B3zjgLhoVELa3YhExLIEuxq,オレンジセオリーフィットネス 町田,Orangetheory Fitness,equipment,wall-ball-target,REVIEW_REQUIRED,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ウォールボールを使ったトレーニング
HGY_h8B3zjgLhoVELa3YhExLIEuxq,オレンジセオリーフィットネス 町田,Orangetheory Fitness,equipment,ski-erg,OBSERVED_NOT_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,HYROXの8種目説明にスキーエルゴを掲載
HGY_i25m4SPcDFBD8fDB1UFmCNZvP,オレンジセオリーフィットネス本八幡,Orangetheory Fitness,equipment,row-erg,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ローイングマシンでの持久力&パワートレーニング
HGY_i25m4SPcDFBD8fDB1UFmCNZvP,オレンジセオリーフィットネス本八幡,Orangetheory Fitness,equipment,weighted-sled,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,公式器具としてスレッドを完備
HGY_i25m4SPcDFBD8fDB1UFmCNZvP,オレンジセオリーフィットネス本八幡,Orangetheory Fitness,equipment,farmers-carry-implements,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ファーマーズキャリーを使ったトレーニング
HGY_i25m4SPcDFBD8fDB1UFmCNZvP,オレンジセオリーフィットネス本八幡,Orangetheory Fitness,equipment,sandbag,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,公式器具としてサンドバッグを完備
HGY_i25m4SPcDFBD8fDB1UFmCNZvP,オレンジセオリーフィットネス本八幡,Orangetheory Fitness,equipment,treadmill,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,トレッドミルによる持久力&スピードトレーニング
HGY_i25m4SPcDFBD8fDB1UFmCNZvP,オレンジセオリーフィットネス本八幡,Orangetheory Fitness,capability,discipline-coaching,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,認定コーチが一人ひとりのレベルに合わせて指導
HGY_i25m4SPcDFBD8fDB1UFmCNZvP,オレンジセオリーフィットネス本八幡,Orangetheory Fitness,capability,competition-simulation,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,全15店舗にて本番さながらのトレーニングクラスを開催
HGY_i25m4SPcDFBD8fDB1UFmCNZvP,オレンジセオリーフィットネス本八幡,Orangetheory Fitness,equipment,wall-ball-target,REVIEW_REQUIRED,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ウォールボールを使ったトレーニング
HGY_i25m4SPcDFBD8fDB1UFmCNZvP,オレンジセオリーフィットネス本八幡,Orangetheory Fitness,equipment,ski-erg,OBSERVED_NOT_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,HYROXの8種目説明にスキーエルゴを掲載
HGY_IyVQTdTdvlkUGVmcaAvVV5BHD,原宿ANNEX,Gold's Gym,equipment,treadmill,CONFIRMED_CANDIDATE,Q2,https://www.goldsgym.jp/shop/harajuku-annex-tokyo/,原宿ANNEX店では3種類のトレッドミル
HGY_kk6NqoZrMoGBicxYBwVJafaE2,オレンジセオリーフィットネス武蔵小金井,Orangetheory Fitness,equipment,row-erg,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ローイングマシンでの持久力&パワートレーニング
HGY_kk6NqoZrMoGBicxYBwVJafaE2,オレンジセオリーフィットネス武蔵小金井,Orangetheory Fitness,equipment,weighted-sled,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,公式器具としてスレッドを完備
HGY_kk6NqoZrMoGBicxYBwVJafaE2,オレンジセオリーフィットネス武蔵小金井,Orangetheory Fitness,equipment,farmers-carry-implements,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ファーマーズキャリーを使ったトレーニング
HGY_kk6NqoZrMoGBicxYBwVJafaE2,オレンジセオリーフィットネス武蔵小金井,Orangetheory Fitness,equipment,sandbag,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,公式器具としてサンドバッグを完備
HGY_kk6NqoZrMoGBicxYBwVJafaE2,オレンジセオリーフィットネス武蔵小金井,Orangetheory Fitness,equipment,treadmill,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,トレッドミルによる持久力&スピードトレーニング
HGY_kk6NqoZrMoGBicxYBwVJafaE2,オレンジセオリーフィットネス武蔵小金井,Orangetheory Fitness,capability,discipline-coaching,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,認定コーチが一人ひとりのレベルに合わせて指導
HGY_kk6NqoZrMoGBicxYBwVJafaE2,オレンジセオリーフィットネス武蔵小金井,Orangetheory Fitness,capability,competition-simulation,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,全15店舗にて本番さながらのトレーニングクラスを開催
HGY_kk6NqoZrMoGBicxYBwVJafaE2,オレンジセオリーフィットネス武蔵小金井,Orangetheory Fitness,equipment,wall-ball-target,REVIEW_REQUIRED,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ウォールボールを使ったトレーニング
HGY_kk6NqoZrMoGBicxYBwVJafaE2,オレンジセオリーフィットネス武蔵小金井,Orangetheory Fitness,equipment,ski-erg,OBSERVED_NOT_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,HYROXの8種目説明にスキーエルゴを掲載
HGY_LofMB67LwXKWbb4m2xQmqsqMD,オレンジセオリーフィットネス 浦和,Orangetheory Fitness,equipment,row-erg,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ローイングマシンでの持久力&パワートレーニング
HGY_LofMB67LwXKWbb4m2xQmqsqMD,オレンジセオリーフィットネス 浦和,Orangetheory Fitness,equipment,weighted-sled,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,公式器具としてスレッドを完備
HGY_LofMB67LwXKWbb4m2xQmqsqMD,オレンジセオリーフィットネス 浦和,Orangetheory Fitness,equipment,farmers-carry-implements,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ファーマーズキャリーを使ったトレーニング
HGY_LofMB67LwXKWbb4m2xQmqsqMD,オレンジセオリーフィットネス 浦和,Orangetheory Fitness,equipment,sandbag,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,公式器具としてサンドバッグを完備
HGY_LofMB67LwXKWbb4m2xQmqsqMD,オレンジセオリーフィットネス 浦和,Orangetheory Fitness,equipment,treadmill,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,トレッドミルによる持久力&スピードトレーニング
HGY_LofMB67LwXKWbb4m2xQmqsqMD,オレンジセオリーフィットネス 浦和,Orangetheory Fitness,capability,discipline-coaching,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,認定コーチが一人ひとりのレベルに合わせて指導
HGY_LofMB67LwXKWbb4m2xQmqsqMD,オレンジセオリーフィットネス 浦和,Orangetheory Fitness,capability,competition-simulation,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,全15店舗にて本番さながらのトレーニングクラスを開催
HGY_LofMB67LwXKWbb4m2xQmqsqMD,オレンジセオリーフィットネス 浦和,Orangetheory Fitness,equipment,wall-ball-target,REVIEW_REQUIRED,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ウォールボールを使ったトレーニング
HGY_LofMB67LwXKWbb4m2xQmqsqMD,オレンジセオリーフィットネス 浦和,Orangetheory Fitness,equipment,ski-erg,OBSERVED_NOT_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,HYROXの8種目説明にスキーエルゴを掲載
HGY_mAUikrooxzoDevlGFVY7yXt3l,ゴールドジム 前橋インター,Gold's Gym,equipment,wall-ball-target,CONFIRMED_CANDIDATE,Q2,https://www.goldsgym.jp/shop/maebashi-inter/,CENTR器具:ウォールボールを実施可能
HGY_mAUikrooxzoDevlGFVY7yXt3l,ゴールドジム 前橋インター,Gold's Gym,equipment,farmers-carry-implements,CONFIRMED_CANDIDATE,Q2,https://www.goldsgym.jp/shop/maebashi-inter/,CENTR器具:ファーマーズキャリーを実施可能
HGY_mAUikrooxzoDevlGFVY7yXt3l,ゴールドジム 前橋インター,Gold's Gym,equipment,sandbag,CONFIRMED_CANDIDATE,Q2,https://www.goldsgym.jp/shop/maebashi-inter/,CENTR器具:サンドバッグランジを実施可能
HGY_mAUikrooxzoDevlGFVY7yXt3l,ゴールドジム 前橋インター,Gold's Gym,equipment,treadmill,CONFIRMED_CANDIDATE,Q2,https://www.goldsgym.jp/shop/maebashi-inter/,ゴールドジムではトレッドミルを多数設置
HGY_MBiqaWicnf0xZ4Ftz9b8aMRTE,オレンジセオリーフィットネス麻布十番,Orangetheory Fitness,equipment,row-erg,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ローイングマシンでの持久力&パワートレーニング
HGY_MBiqaWicnf0xZ4Ftz9b8aMRTE,オレンジセオリーフィットネス麻布十番,Orangetheory Fitness,equipment,weighted-sled,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,公式器具としてスレッドを完備
HGY_MBiqaWicnf0xZ4Ftz9b8aMRTE,オレンジセオリーフィットネス麻布十番,Orangetheory Fitness,equipment,farmers-carry-implements,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ファーマーズキャリーを使ったトレーニング
HGY_MBiqaWicnf0xZ4Ftz9b8aMRTE,オレンジセオリーフィットネス麻布十番,Orangetheory Fitness,equipment,sandbag,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,公式器具としてサンドバッグを完備
HGY_MBiqaWicnf0xZ4Ftz9b8aMRTE,オレンジセオリーフィットネス麻布十番,Orangetheory Fitness,equipment,treadmill,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,トレッドミルによる持久力&スピードトレーニング
HGY_MBiqaWicnf0xZ4Ftz9b8aMRTE,オレンジセオリーフィットネス麻布十番,Orangetheory Fitness,capability,discipline-coaching,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,認定コーチが一人ひとりのレベルに合わせて指導
HGY_MBiqaWicnf0xZ4Ftz9b8aMRTE,オレンジセオリーフィットネス麻布十番,Orangetheory Fitness,capability,competition-simulation,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,全15店舗にて本番さながらのトレーニングクラスを開催
HGY_MBiqaWicnf0xZ4Ftz9b8aMRTE,オレンジセオリーフィットネス麻布十番,Orangetheory Fitness,equipment,wall-ball-target,REVIEW_REQUIRED,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ウォールボールを使ったトレーニング
HGY_MBiqaWicnf0xZ4Ftz9b8aMRTE,オレンジセオリーフィットネス麻布十番,Orangetheory Fitness,equipment,ski-erg,OBSERVED_NOT_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,HYROXの8種目説明にスキーエルゴを掲載
HGY_NGStYUdZn1ur6ZXx2gNf1MPCo,UFC Gym 荻窪,UFC GYM,equipment,ski-erg,CONFIRMED_CANDIDATE,Q1,https://ogikubo.ufcgym.co.jp/hyrox/,使用設備 Concept2 SkiErg
HGY_NGStYUdZn1ur6ZXx2gNf1MPCo,UFC Gym 荻窪,UFC GYM,equipment,row-erg,CONFIRMED_CANDIDATE,Q1,https://ogikubo.ufcgym.co.jp/hyrox/,使用設備 StairMaster HIIT ROWER
HGY_NGStYUdZn1ur6ZXx2gNf1MPCo,UFC Gym 荻窪,UFC GYM,equipment,weighted-sled,CONFIRMED_CANDIDATE,Q1,https://ogikubo.ufcgym.co.jp/hyrox/,使用設備 スレッドとウエイトプレート
HGY_NGStYUdZn1ur6ZXx2gNf1MPCo,UFC Gym 荻窪,UFC GYM,equipment,wall-ball-target,CONFIRMED_CANDIDATE,Q1,https://ogikubo.ufcgym.co.jp/hyrox/,使用設備 ウォールボールとターゲット
HGY_NGStYUdZn1ur6ZXx2gNf1MPCo,UFC Gym 荻窪,UFC GYM,equipment,farmers-carry-implements,CONFIRMED_CANDIDATE,Q1,https://ogikubo.ufcgym.co.jp/hyrox/,使用設備 ケトルベル
HGY_NGStYUdZn1ur6ZXx2gNf1MPCo,UFC Gym 荻窪,UFC GYM,equipment,sandbag,CONFIRMED_CANDIDATE,Q1,https://ogikubo.ufcgym.co.jp/hyrox/,使用設備 サンドバッグ
HGY_NGStYUdZn1ur6ZXx2gNf1MPCo,UFC Gym 荻窪,UFC GYM,equipment,functional-training-lane,CONFIRMED_CANDIDATE,Q1,https://ogikubo.ufcgym.co.jp/hyrox/,使用設備 フラットトレーニングレーン
HGY_NGStYUdZn1ur6ZXx2gNf1MPCo,UFC Gym 荻窪,UFC GYM,capability,open-training,CONFIRMED_CANDIDATE,Q1,https://ogikubo.ufcgym.co.jp/hyrox/,その他の営業時間は自主トレーニング・マシン利用が可能
